Event Identifier,Event Name,Event Record,First Date Year,First Date,Last Date,Venue Identifier,Venue Name,Suburb,State,Country,Latitude,Longitude,Primary Genre,Secondary Genre,Organisations,Subjects,Contributor Count,Resource Count,Works,,,
160034,Five Guys Named Mo,https://ausstage.edu.au/pages/event/160034,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Five Guys Named Moe, Glastonbury Festival",,0,0,,,,
160035,Steve Tilston,https://ausstage.edu.au/pages/event/160035,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160036,John Coppin,https://ausstage.edu.au/pages/event/160036,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160037,Ceilidh,https://ausstage.edu.au/pages/event/160037,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160038,Night Club,https://ausstage.edu.au/pages/event/160038,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160039,Kid's Breakfast Show,https://ausstage.edu.au/pages/event/160039,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160040,Mendip Stage Band,https://ausstage.edu.au/pages/event/160040,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Mendip Stage Band, Glastonbury Festival",,0,0,,,,
160041,Cann Bros,https://ausstage.edu.au/pages/event/160041,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Cann Bros, Glastonbury Festival",,0,0,,,,
160042,Mabsant,https://ausstage.edu.au/pages/event/160042,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Mabsant, Glastonbury Festival",,0,0,,,,
160043,Keith Christmas,https://ausstage.edu.au/pages/event/160043,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160044,Blakes Three,https://ausstage.edu.au/pages/event/160044,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Blakes Three, Glastonbury Festival",,0,0,,,,
160045,Pete Berryman and Nebula,https://ausstage.edu.au/pages/event/160045,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Pete Berryman and Nebula, Glastonbury Festival",,1,0,,,,
160046,Dance with Adinkra,https://ausstage.edu.au/pages/event/160046,1984,23/6/1984,23/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160047,Night Club,https://ausstage.edu.au/pages/event/160047,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160048,Kid's Breakfast Show,https://ausstage.edu.au/pages/event/160048,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160049,String Quartet,https://ausstage.edu.au/pages/event/160049,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160050,Sphere,https://ausstage.edu.au/pages/event/160050,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Sphere, Glastonbury Festival",,0,0,,,,
160051,Steel Band,https://ausstage.edu.au/pages/event/160051,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Steel Band, Glastonbury Festival",,0,0,,,,
160052,Planet Waves,https://ausstage.edu.au/pages/event/160052,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Planet Waves, Glastonbury Festival",,0,0,,,,
160053,Blakes Three,https://ausstage.edu.au/pages/event/160053,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Blakes Three, Glastonbury Festival",,0,0,,,,
160054,Steve Tilston,https://ausstage.edu.au/pages/event/160054,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160055,Ceilidh and Aran Pilot,https://ausstage.edu.au/pages/event/160055,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Arran Pilot, Glastonbury Festival",,0,0,,,,
160056,Kid's Talent Show,https://ausstage.edu.au/pages/event/160056,1984,24/6/1984,24/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160057,Night Club,https://ausstage.edu.au/pages/event/160057,1984,25/6/1984,25/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160058,The Sunshine Underground,https://ausstage.edu.au/pages/event/160058,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Sunshine Underground, Glastonbury Festival",,0,0,,,,
160059,Cold War Kids,https://ausstage.edu.au/pages/event/160059,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Cold War Kids, Glastonbury Festival",,0,0,,,,
160060,Get Cape. Wear Cape. Fly,https://ausstage.edu.au/pages/event/160060,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160061,The Rakes,https://ausstage.edu.au/pages/event/160061,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Rakes, Glastonbury Festival",,0,0,,,,
160062,Mika,https://ausstage.edu.au/pages/event/160062,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160063,The Go! Team,https://ausstage.edu.au/pages/event/160063,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Go! Team, Glastonbury Festival",,0,0,,,,
160064,The View,https://ausstage.edu.au/pages/event/160064,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The View, Glastonbury Festival",,0,0,,,,
160065,The Chemical Brothers,https://ausstage.edu.au/pages/event/160065,2007,24/6/2007,24/6/2007,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Chemical Brothers, Glastonbury Festival",,0,0,,,,
160070,The Reverend Peyton's Big Damn Band,https://ausstage.edu.au/pages/event/160070,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Reverend Peyton's Big Damn Band , Glastonbury Festival",,0,0,,,,
160071,John Wizards,https://ausstage.edu.au/pages/event/160071,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"John Wizards , Glastonbury Festival",,0,0,,,,
160072,The Internet,https://ausstage.edu.au/pages/event/160072,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Internet, Glastonbury Festival",,0,0,,,,
160073,The Daptone Super Soul Revue,https://ausstage.edu.au/pages/event/160073,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Daptone Super Soul Revue, Glastonbury Festival",,0,0,,,,
160074,Seun Kuti & Egypt 80,https://ausstage.edu.au/pages/event/160074,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Seun Kuti & Egypt 80, Glastonbury Festival",,0,0,,,,
160075,GOLDFRAPP,https://ausstage.edu.au/pages/event/160075,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Goldfrapp, Glastonbury Festival",,0,0,,,,
160076,Bryan Ferry,https://ausstage.edu.au/pages/event/160076,2014,28/6/2014,28/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160077,M+A,https://ausstage.edu.au/pages/event/160077,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"M+A, Glastonbury Festival",,0,0,,,,
160078,Melt Yourself Down,https://ausstage.edu.au/pages/event/160078,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Melt Yourself Down , Glastonbury Festival",,0,0,,,,
160079,Troker,https://ausstage.edu.au/pages/event/160079,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Troker , Glastonbury Festival",,0,0,,,,
160080,Public Service Broadcasting,https://ausstage.edu.au/pages/event/160080,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Public Service Broadcasting , Glastonbury Festival",,0,0,,,,
160081,The Lee Thompson Ska Orchestra,https://ausstage.edu.au/pages/event/160081,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Lee Thompson Ska Orchestra , Glastonbury Festival",,0,0,,,,
160082,The Walkers,https://ausstage.edu.au/pages/event/160082,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Walkers, Glastonbury Festival",,0,0,,,,
160083,BONOBO,https://ausstage.edu.au/pages/event/160083,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160084,Disclosure,https://ausstage.edu.au/pages/event/160084,2014,29/6/2014,29/6/2014,20890,Glastonbury Festival - West Holts Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Disclosure, Glastonbury Festival",,0,0,,,,
160108,The Arcadians,https://ausstage.edu.au/pages/event/160108,1914,1914-01,,3064,Wellington Opera House (1888-1914),Wellington,O/S,New Zealand,-41.290788,174.776465,Music Theatre,Musical,"Royal Comic Opera Company, J C Williamson Limited (1910-1979)",,42,1,The Arcadians,,,
160133,The Dead 60s,https://ausstage.edu.au/pages/event/160133,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Dead 60s, Glastonbury Festival",,0,0,,,,
160134,Black Bud,https://ausstage.edu.au/pages/event/160134,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Black Bud, Glastonbury Festival",,0,0,,,,
160135,Tom Vek,https://ausstage.edu.au/pages/event/160135,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160136,The Black Velvets,https://ausstage.edu.au/pages/event/160136,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Black Velvets, Glastonbury Festival",,0,0,,,,
160137,Editors,https://ausstage.edu.au/pages/event/160137,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Editors, Glastonbury Festival",,0,0,,,,
160138,Hot Hot Heat,https://ausstage.edu.au/pages/event/160138,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Hot Hot Heat, Glastonbury Festival",,0,0,,,,
160139,The Others,https://ausstage.edu.au/pages/event/160139,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Others, Glastonbury Festival",,0,0,,,,
160140,Babyshambles,https://ausstage.edu.au/pages/event/160140,2005,24/6/2005,24/6/2005,20239,Glastonbury Festival - Other Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Babyshambles, Glastonbury Festival",,1,0,,,,
160163,Jack Garratt,https://ausstage.edu.au/pages/event/160163,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160164,The Staves,https://ausstage.edu.au/pages/event/160164,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Staves, Glastonbury Festival",,1,0,,,,
160165,Fat White Family,https://ausstage.edu.au/pages/event/160165,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Fat White Family, Glastonbury Festival",,0,0,,,,
160166,Perfume Genius,https://ausstage.edu.au/pages/event/160166,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160167,The Fall,https://ausstage.edu.au/pages/event/160167,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Fall, Glastonbury Festival",,0,0,,,,
160168,Goat,https://ausstage.edu.au/pages/event/160168,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Goat, Glastonbury Festival",,0,0,,,,
160169,Ryan Adams,https://ausstage.edu.au/pages/event/160169,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160170,All We Are,https://ausstage.edu.au/pages/event/160170,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"All We Are, Glastonbury Festival",,0,0,,,,
160172,Bipolar Sunshine,https://ausstage.edu.au/pages/event/160172,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160192,Don Cavalli,https://ausstage.edu.au/pages/event/160192,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160193,Courtney Barnett,https://ausstage.edu.au/pages/event/160193,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160194,Jimi Goodwin,https://ausstage.edu.au/pages/event/160194,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160195,Parquet Courts,https://ausstage.edu.au/pages/event/160195,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Parquet Courts, Glastonbury Festival",,0,0,,,,
160196,Danny Brown,https://ausstage.edu.au/pages/event/160196,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160197,2 Bears,https://ausstage.edu.au/pages/event/160197,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"2 Bears, Glastonbury Festival",,0,0,,,,
160198,Four Tet,https://ausstage.edu.au/pages/event/160198,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160199,Metronomy,https://ausstage.edu.au/pages/event/160199,2014,27/6/2014,27/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Metronomy, Glastonbury Festival",,0,0,,,,
160200,Luke Sital-Singh,https://ausstage.edu.au/pages/event/160200,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160201,Vance Joy,https://ausstage.edu.au/pages/event/160201,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160202,Young Fathers,https://ausstage.edu.au/pages/event/160202,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Young Fathers, Glastonbury Festival",,0,0,,,,
160203,Cate Le Bon,https://ausstage.edu.au/pages/event/160203,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160204,Nina Persson,https://ausstage.edu.au/pages/event/160204,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160205,Jagwar Ma,https://ausstage.edu.au/pages/event/160205,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Jagwar Ma, Glastonbury Festival",,0,0,,,,
160206,ESG,https://ausstage.edu.au/pages/event/160206,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"ESG, Glastonbury Festival",,0,0,,,,
160207,Anna Calvi,https://ausstage.edu.au/pages/event/160207,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160208,John Grant,https://ausstage.edu.au/pages/event/160208,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160209,Mogwai,https://ausstage.edu.au/pages/event/160209,2014,28/6/2014,28/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Mogwai, Glastonbury Festival",,0,0,,,,
160210,The Rails,https://ausstage.edu.au/pages/event/160210,2014,29/6/2014,29/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Rails, Glastonbury Festival",,0,0,,,,
160211,Lau,https://ausstage.edu.au/pages/event/160211,2014,29/6/2014,29/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Lau, Glastonbury Festival",,0,0,,,,
160212,Thunderbirds are Go,https://ausstage.edu.au/pages/event/160212,2014,29/6/2014,29/6/2014,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Thunderbirds Are Go, Glastonbury Festival",,0,0,,,,
